id,title,narrative,meta
the-P20,," The P20 are the 1.4 billion men, women and children living in over 100 countries who are the poorest 20% of the global population.
                People in the P20 often experience multiple and intersecting deprivations,
                disadvantages and discrimination based on identity, circumstances and life events.
                The below visualisation enables you to explore how these experiences and
                identities intersect for the P20 across different countries.",
